State, Facility Name, Facility ID (ORISPL), Month, Year, Gross Load (MW-h), SO2 (tons), NOx (tons), CO2 (short tons), Heat Input (MMBtu)
"CA","Escondido Energy Center, LLC","55538","7","2016","5132.11","0.015","0.18","3037.384","51123.07",
"CA","Escondido Energy Center, LLC","55538","8","2016","4311.68","0.013","0.155","2558.564","43054.769",
"CA","Escondido Energy Center, LLC","55538","9","2016","4290.74","0.013","0.158","2594.813","43664.934",
"CA","Escondido Energy Center, LLC","55538","10","2016","2878.23","0.009","0.131","1820.759","30632.777",
"CA","Escondido Energy Center, LLC","55538","11","2016","2627.48","0.008","0.142","1571.113","26439.205",
"CA","Escondido Energy Center, LLC","55538","12","2016","1622.24","0.005","0.1","1042.998","17554.068",
"CA","Etiwanda Generating Station","331","1","2016","1362.3","0.008","0.071","1535.279","25836.107",
"CA","Etiwanda Generating Station","331","2","2016","0","0.001","0.029","117.812","1982.162",
"CA","Etiwanda Generating Station","331","3","2016","683.21","0.003","0.091","659.509","11095.04",
"CA","Etiwanda Generating Station","331","4","2016","2487.44","0.008","0.163","1618.646","27236.965",
"CA","Etiwanda Generating Station","331","5","2016","4.9","0.002","0.023","226.983","3820.182",
"CA","Etiwanda Generating Station","331","6","2016","26563.97","0.094","0.924","18584.745","312727.906",
"CA","Etiwanda Generating Station","331","7","2016","40378.9","0.13","1.326","25647.901","431574.762",
"CA","Etiwanda Generating Station","331","8","2016","30196.53","0.1","1.152","19710.787","331675.176",
"CA","Etiwanda Generating Station","331","9","2016","22241.4","0.078","0.973","15402.196","259171.377",
"CA","Etiwanda Generating Station","331","10","2016","26473.09","0.101","1.007","19854.11","334074.969",
"CA","Etiwanda Generating Station","331","11","2016","14052.88","0.057","0.583","11460.96","192853.585",
"CA","Etiwanda Generating Station","331","12","2016","2389.54","0.013","0.124","2554.525","42989.468",
"CA","Feather River Energy Center","55847","1","2016","504.82","0.001","0.431","268.964","4527.039",
"CA","Feather River Energy Center","55847","2","2016","1337.52","0.004","0.922","749.315","12607.831",
"CA","Feather River Energy Center","55847","3","2016","369.76","0.001","0.738","264.751","4454.461",
"CA","Feather River Energy Center","55847","4","2016","972.14","0.003","0.556","538.948","9060.657",
"CA","Feather River Energy Center","55847","5","2016","1007.28","0.003","0.76","553.628","9314.658",
"CA","Feather River Energy Center","55847","6","2016","2067.82","0.006","1.17","1140.313","19182.841",
"CA","Feather River Energy Center","55847","7","2016","3204.27","0.01","1.222","1943.138","32692.75",
"CA","Feather River Energy Center","55847","8","2016","796.61","0.003","0.559","511.187","8597.856",
"CA","Feather River Energy Center","55847","9","2016","9466.55","0.035","1.354","6975.443","117374.125",
"CA","Feather River Energy Center","55847","10","2016","5442.8","0.02","1.563","3941.767","66310.7",
"CA","Feather River Energy Center","55847","11","2016","1913.3","0.007","1.006","1388.406","23370.25",
"CA","Feather River Energy Center","55847","12","2016","231.6","0.001","0.073","169.839","2855.447",
"CA","Gateway Generating Station","56476","1","2016","337304.71","0.716","7.357","141871.877","2387277.84",
"CA","Gateway Generating Station","56476","2","2016","275322.45","0.59","6.672","116788.917","1965204.662",
"CA","Gateway Generating Station","56476","3","2016","203089.17","0.449","5.187","88919.651","1496250.973",
"CA","Gateway Generating Station","56476","4","2016",,,,,,
"CA","Gateway Generating Station","56476","5","2016","31195.31","0.071","1.69","14046.461","236360.099",
"CA","Gateway Generating Station","56476","6","2016","153593.72","0.337","6.628","66855.505","1124985.373",
"CA","Gateway Generating Station","56476","7","2016","171476.49","0.374","6.547","73938.223","1244119.21",
"CA","Gateway Generating Station","56476","8","2016","242696.97","0.52","7.109","103136.946","1735442.128",
"CA","Gateway Generating Station","56476","9","2016","247866.87","0.532","6.927","105422.641","1773943.341",
"CA","Gateway Generating Station","56476","10","2016","316275.59","0.671","7.273","133043.591","2238710.575",
"CA","Gateway Generating Station","56476","11","2016","200821.28","0.431","5.471","85386.204","1436795.902",
"CA","Gateway Generating Station","56476","12","2016","309728.54","0.663","7.021","131254.9","2208612.859",
"CA","Gilroy Energy Center, LLC","55810","1","2016","1803.8","0.005","0.242","1033.852","17399.269",
"CA","Gilroy Energy Center, LLC","55810","2","2016","794.99","0.003","0.186","497.277","8366.155",
"CA","Gilroy Energy Center, LLC","55810","3","2016","1398.93","0.005","0.39","956.949","16096.849",
"CA","Gilroy Energy Center, LLC","55810","4","2016","717.37","0.003","0.189","481.75","8108.98",
"CA","Gilroy Energy Center, LLC","55810","5","2016","1508.5","0.004","0.196","884.779","14885.999",
"CA","Gilroy Energy Center, LLC","55810","6","2016","2111.18","0.007","0.341","1329.332","22369.898",
"CA","Gilroy Energy Center, LLC","55810","7","2016","4180.28","0.013","0.634","2582.918","43470.199",
"CA","Gilroy Energy Center, LLC","55810","8","2016","1525.38","0.005","0.362","1061.986","17875.238",
"CA","Gilroy Energy Center, LLC","55810","9","2016","1065.65","0.004","0.282","741.017","12471.018",
"CA","Gilroy Energy Center, LLC","55810","10","2016","1196.26","0.004","0.418","856.326","14408.245",
"CA","Gilroy Energy Center, LLC","55810","11","2016","749.19","0.004","0.361","827.087","13920.446",
"CA","Gilroy Energy Center, LLC","55810","12","2016","1183.03","0.003","0.134","642.628","10815.376",
"CA","Gilroy Energy Center, LLC for King City","10294","1","2016","75.12","0","0.009","54.069","910.523",
"CA","Gilroy Energy Center, LLC for King City","10294","2","2016","74.92","0","0.009","53.252","896.055",
"CA","Gilroy Energy Center, LLC for King City","10294","3","2016","168.51","0.001","0.021","117.397","1976.977",
"CA","Gilroy Energy Center, LLC for King City","10294","4","2016","373.88","0.001","0.03","243.886","4103.359",
"CA","Gilroy Energy Center, LLC for King City","10294","5","2016","145.32","0.001","0.013","100.866","1697.66",
"CA","Gilroy Energy Center, LLC for King City","10294","6","2016","943.5","0.003","0.073","593.417","9985.77",
"CA","Gilroy Energy Center, LLC for King City","10294","7","2016","1309.46","0.004","0.099","836.904","14090.259",
"CA","Gilroy Energy Center, LLC for King City","10294","8","2016","734.73","0.003","0.068","508.86","8561.472",
"CA","Gilroy Energy Center, LLC for King City","10294","9","2016","383.47","0.001","0.037","259.419","4367.013",
"CA","Gilroy Energy Center, LLC for King City","10294","10","2016","297.44","0.001","0.035","213.943","3598.619",
"CA","Gilroy Energy Center, LLC for King City","10294","11","2016","212.65","0.001","0.026","149.379","2516.434",
"CA","Gilroy Energy Center, LLC for King City","10294","12","2016",,,,,,
"CA","Glenarm","422","1","2016","2622.45","0.009","0.384","1754.555","29517.737",
"CA","Glenarm","422","2","2016","1005.96","0.004","0.157","666.159","11212.571",
"CA","Glenarm","422","3","2016","3290.98","0.012","0.503","2280.393","38371.966",
"CA","Glenarm","422","4","2016","4422.58","0.016","0.549","3060.1","51501.265",
"CA","Glenarm","422","5","2016","2312.89","0.008","0.391","1620.905","27283.89",
"CA","Glenarm","422","6","2016","1719.75","0.005","0.259","1061.424","17862.781",
"CA","Glenarm","422","7","2016","3725.53","0.012","0.452","2457.552","41362.905",
"CA","Glenarm","422","8","2016","1282.01","0.004","0.178","874.863","14720.569",
"CA","Glenarm","422","9","2016","2070.19","0.007","0.267","1373.981","23122.678",
"CA","Glenarm","422","10","2016","5833.44","0.017","25.638","3407.307","57332.655",
"CA","Glenarm","422","11","2016","10187.89","0.031","24.439","6078.708","102275.364",
"CA","Glenarm","422","12","2016","11200.73","0.029","2.867","5762.224","96960.644",
"CA","Goose Haven Energy Center","55627","1","2016","126.35","0","0.033","86.154","1449.138",
"CA","Goose Haven Energy Center","55627","2","2016","176.8","0.001","0.049","123.589","2079.555",
"CA","Goose Haven Energy Center","55627","3","2016","539","0.002","0.097","360.25","6061.302",
"CA","Goose Haven Energy Center","55627","4","2016","1096.24","0.004","0.136","697.822","11741.681",
"CA","Goose Haven Energy Center","55627","5","2016","1274.84","0.004","0.133","798.453","13432.497",
"CA","Goose Haven Energy Center","55627","6","2016","1134.98","0.004","0.145","755.4","12710.186",
"CA","Goose Haven Energy Center","55627","7","2016","2427.06","0.007","0.202","1457.504","24526.5",
"CA","Goose Haven Energy Center","55627","8","2016","770.39","0.003","0.146","516.93","8698.374",
"CA","Goose Haven Energy Center","55627","9","2016","654.37","0.002","0.106","433.637","7295.164",
"CA","Goose Haven Energy Center","55627","10","2016","675.08","0.002","0.12","466.909","7855.38",
"CA","Goose Haven Energy Center","55627","11","2016","452.65","0.002","0.072","308.272","5184.506",
"CA","Goose Haven Energy Center","55627","12","2016",,,,,,
"CA","Grapeland Generating Station","56472","1","2016","4509.54","0.013","0.334","2603.99","43818.858",
"CA","Grapeland Generating Station","56472","2","2016","4757.09","0.014","0.324","2744.782","46190.687",
"CA","Grapeland Generating Station","56472","3","2016","3552.5","0.01","0.213","2010.369","33824.787",
"CA","Grapeland Generating Station","56472","4","2016","2816.92","0.008","0.159","1599.707","26917.957",
"CA","Grapeland Generating Station","56472","5","2016","187.03","0.001","0.01","106.336","1788.808",
"CA","Grapeland Generating Station","56472","6","2016","434.4","0.001","0.02","248.401","4179.007",
"CA","Grapeland Generating Station","56472","7","2016","1041.26","0.003","0.049","591.884","9957.257",
"CA","Grapeland Generating Station","56472","8","2016","1143.05","0.003","0.066","652.249","10977.198",
"CA","Grapeland Generating Station","56472","9","2016","3444.06","0.01","0.187","1963.217","33034.206",
"CA","Grapeland Generating Station","56472","10","2016","3346.78","0.01","0.212","1902.329","32008.534",
"CA","Grapeland Generating Station","56472","11","2016","6685.02","0.019","0.424","3791.993","63809.095",
"CA","Grapeland Generating Station","56472","12","2016","2609.68","0.007","0.201","1483.242","24959.172",
"CA","Grayson Power Plant","377","1","2016","12089.26","0.182","2.52","14156.327","176750.911",
"CA","Grayson Power Plant","377","2","2016","10549","0.135","2.33","12962.609","159194.09",
"CA","Grayson Power Plant","377","3","2016","12196.09","0.341","2.628","13969.035","172984.312",
"CA","Grayson Power Plant","377","4","2016","12868","0.257","2.54","13649.31","166695.065",
"CA","Grayson Power Plant","377","5","2016","6941.65","0.126","1.273","6900.649","87351.375",
"CA","Grayson Power Plant","377","6","2016","4990.25","0.019","0.662","3767.536","63398.725",
"CA","Grayson Power Plant","377","7","2016","6076.68","0.023","0.784","4637.419","78020.218",
"CA","Grayson Power Plant","377","8","2016","12817.64","0.309","2.894","13905.286","177464.874",
"CA","Grayson Power Plant","377","9","2016","10284.62","0.243","2.194","12456.376","151787.713",
"CA","Grayson Power Plant","377","10","2016","14810.28","0.17","2.588","13009.706","182058.479",
"CA","Grayson Power Plant","377","11","2016","11684.33","0.15","2.389","11912.96","151332.724",
"CA","Grayson Power Plant","377","12","2016","12395.49","0.132","2.527","11939.378","159759.762",
"CA","Greenleaf One","10350","1","2016","246.41","0.001","0.127","114.233","1921.544",
"CA","Greenleaf One","10350","2","2016","361.4","0.001","0.163","161.896","2724.252",
"CA","Greenleaf One","10350","3","2016","261.95","0.001","0.122","116.425","1960.465",
"CA","Greenleaf One","10350","4","2016","498.65","0.001","0.233","220.195","3703.729",
"CA","Greenleaf One","10350","5","2016","2321.66","0.005","0.856","924.643","15558.736",
"CA","Greenleaf One","10350","6","2016","2315.1","0.005","0.848","929.859","15649.669",
"CA","Greenleaf One","10350","7","2016","2933.34","0.006","1.06","1168.581","19659.629",
"CA","Greenleaf One","10350","8","2016","574.34","0.001","0.261","253.851","4273.701",
"CA","Greenleaf One","10350","9","2016","23985.61","0.047","7.884","9222.098","155193.176",
"CA","Greenleaf One","10350","10","2016","13229.08","0.026","4.536","5179.185","87143.277",
"CA","Greenleaf One","10350","11","2016","4159.03","0.008","1.482","1618.23","27222.162",
"CA","Greenleaf One","10350","12","2016",,,,,,
"CA","Hanford Energy Park Peaker","55698","1","2016","1359.27","0.004","0.093","859.911","14470.579",
"CA","Hanford Energy Park Peaker","55698","2","2016","1560.1","0.006","0.138","1069.668","18005.881",
"CA","Hanford Energy Park Peaker","55698","3","2016","1511.17","0.005","0.132","1014.969","17082.358",
"CA","Hanford Energy Park Peaker","55698","4","2016","2924.12","0.009","0.228","1767.879","29740.895",
"CA","Hanford Energy Park Peaker","55698","5","2016","1650.64","0.005","0.15","1011.937","17026.767",
"CA","Hanford Energy Park Peaker","55698","6","2016","5183.28","0.016","0.379","3076.192","51757.179",
"CA","Hanford Energy Park Peaker","55698","7","2016","2807.33","0.009","0.248","1763.912","29678.699",
"CA","Hanford Energy Park Peaker","55698","8","2016","3340.64","0.011","0.263","2110.207","35501.225",
"CA","Hanford Energy Park Peaker","55698","9","2016","2145.56","0.006","0.189","1330.634","22381.043",
"CA","Hanford Energy Park Peaker","55698","10","2016","1577.36","0.006","0.208","1057.465","17794.883",
"CA","Hanford Energy Park Peaker","55698","11","2016","2030.25","0.006","0.208","1292.227","21737.085",
"CA","Hanford Energy Park Peaker","55698","12","2016","438.54","0.002","0.041","289.56","4870.052",
"CA","Harbor Generating Station","399","1","2016","1263.46","0.003","0.216","745.166","12749.853",
"CA","Harbor Generating Station","399","2","2016","4627.81","0.014","0.448","2753.372","47094.856",
"CA","Harbor Generating Station","399","3","2016","10947.68","0.033","1.069","6557.383","112172.581",
"CA","Harbor Generating Station","399","4","2016","18153.49","0.054","2.166","10391.221","177761.988",
"CA","Harbor Generating Station","399","5","2016","2207.09","0.007","0.27","1372.949","23489.584",
"CA","Harbor Generating Station","399","6","2016","32524.2","0.108","2.787","17374.359","295698.273",
"CA","Harbor Generating Station","399","7","2016","19884.51","0.102","3.458","12000.606","196954.579",
"CA","Harbor Generating Station","399","8","2016","29055.98","0.087","5.106","16891.519","278595.919",
"CA","Harbor Generating Station","399","9","2016","28071.79","0.083","2.975","16076.841","273561.352",
"CA","Harbor Generating Station","399","10","2016","442.28","0.001","0.239","374.751","6116.903",
"CA","Harbor Generating Station","399","11","2016","4403.92","0.016","0.673","2957.332","50394.768",
"CA","Harbor Generating Station","399","12","2016","1497.82","0.006","0.352","1060.166","17964.584",
"CA","Haynes Generating Station","400","1","2016","359069.12","0.775","9.095","150815.203","2577397.439",
"CA","Haynes Generating Station","400","2","2016","374003.41","0.811","9.292","158020.415","2700572.888",
"CA","Haynes Generating Station","400","3","2016","291738.03","0.668","6.633","129836.39","2218904.355",
"CA","Haynes Generating Station","400","4","2016","194060.34","0.448","5.184","87500.333","1495376.484",
"CA","Haynes Generating Station","400","5","2016","191558.37","0.461","5.409","90107.388","1539926.559",
"CA","Haynes Generating Station","400","6","2016","262538.61","0.653","6.93","127538.399","2179612.559",
"CA","Haynes Generating Station","400","7","2016","350178.36","0.924","9.414","180195.385","3078364.863",
"CA","Haynes Generating Station","400","8","2016","362806.47","0.892","11.057","175236.388","2976651.418",
"CA","Haynes Generating Station","400","9","2016","406676.18","0.921","10.781","179827.003","3061201.879",
"CA","Haynes Generating Station","400","10","2016","358267.07","0.771","7.926","150450.618","2570926.707",
